mode_type,difficulty,rows,bucket_index,multiplier,probability,source,notes
normal,Low,8,0,5.6,7.959059981015918772e-03,authoritative_multiplier_table+symmetric_design,mode=normal_low_8; theta=-0.075291; rebalance_alpha=0.9200; std_floor_two_point_blend; base_std=0.51162768; chosen_std=0.70000000; blend_t=0.12174420; max_var_std=1.46167361; std_rule=0.6-60.0
100balls,Medium,14,560,117.91,3.599999820000009077e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,561,118.01,5.499999725000013356e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,562,118.11,3.999999800000010207e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,563,118.21,3.999999800000010207e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,564,118.3,4.799999760000011923e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,565,118.4,4.599999770000011358e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,566,118.5,3.699999815000009360e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,567,118.6,3.399999830000008513e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,568,118.7,3.599999820000009077e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,569,118.8,3.299999835000008231e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,570,118.9,3.599999820000009077e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,571,119.0,3.299999835000008231e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,572,119.1,2.899999855000007102e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,573,119.2,4.099999795000010489e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,574,119.3,2.999999850000007384e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,575,119.39,3.499999825000008795e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,576,119.49,3.099999845000007666e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,577,119.59,3.199999840000007948e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,578,119.69,2.799999860000006819e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,579,119.79,3.699999815000009360e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,580,119.89,2.599999870000006255e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,581,119.99,2.599999870000006255e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,582,120.09,2.799999860000006819e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,583,120.19,2.699999865000006537e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,584,120.28,3.899999805000009924e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,585,120.38,3.099999845000007666e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,586,120.48,2.299999885000005679e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,587,120.58,2.799999860000006819e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,588,120.68,3.299999835000008231e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,589,120.78,2.999999850000007384e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,590,120.88,2.799999860000006819e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,591,120.98,2.399999880000005961e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,592,121.08,2.199999890000005397e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,593,121.18,3.099999845000007666e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,594,121.28,2.299999885000005679e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,595,121.37,2.199999890000005397e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,596,121.47,3.599999820000009077e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,597,121.57,2.999999850000007384e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,598,121.67,2.299999885000005679e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,599,121.77,2.199999890000005397e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,600,121.87,2.699999865000006537e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,601,121.97,2.199999890000005397e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,602,122.07,2.099999895000005115e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,603,122.17,2.099999895000005115e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,604,122.26,2.199999890000005397e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,605,122.36,2.499999875000006515e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,606,122.46,2.099999895000005115e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,607,122.56,1.899999905000004821e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,608,122.66,1.599999920000003974e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,609,122.76,1.799999910000004539e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,610,122.86,2.099999895000005115e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,611,122.96,2.299999885000005679e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,612,123.06,1.499999925000003692e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,613,123.16,1.299999935000003127e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,614,123.26,2.299999885000005679e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,615,123.35,1.899999905000004821e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,616,123.45,1.799999910000004539e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,617,123.55,1.999999900000005103e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,618,123.65,1.799999910000004539e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,619,123.75,1.499999925000003692e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,620,123.85,1.799999910000004539e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,621,123.95,1.099999945000002698e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,622,124.05,2.399999880000005961e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,623,124.15,1.099999945000002698e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,624,124.24,8.999999550000022694e-05,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
100balls,Medium,14,625,124.34,1.699999915000004256e-04,authoritative_multiplier_table+symmetric_design,mode=buy100_medium_14; theta=-0.024687; true_100balls_mc; balls=100; samples=100000; outcomes=792; buy_cost=99.0; flatten_alpha=0.82; variants_per_payout<=24
